name,wikipedia
Revelation,"In religion and theology, revelation (or divine revelation) is the disclosing of some form of truth or knowledge through communication with a deity (god) or other supernatural entity or entities."
Rhabdoviridae,Rhabdoviridae is a family of negative-strand RNA viruses in the order Mononegavirales.
Rhadamanthus,"In Greek mythology, Rhadamanthus () or Rhadamanthys (Ancient Greek: Ῥαδάμανθυς) was a wise king of Crete."
Rhagoletis,Rhagoletis is a genus of tephritid fruit flies with about 70 species.
Rhamnaceae,"The Rhamnaceae are a large family of flowering plants, mostly trees, shrubs, and some vines, commonly called the buckthorn family."
Rhamnales,The Rhamnales Lindl.
Rhapis,Rhapis is a genus of about 10 species of small palms native to southeastern Asia from southern Japan and southern China south to Sumatra.
Rheidae,Rheidae  is a family of flightless ratite birds which first appeared in the Paleocene.
Rheiformes,Rheiformes is an order that contains the family Rheidae (rheas).
Rheum,"Rheum (; from Greek: ῥεῦμα rheuma 'a flowing, rheum') is a thin mucus naturally discharged from the eyes, nose, or mouth, often during sleep (contrast with mucopurulent discharge)."
Rhexia,Rhexia is a genus of flowering plants in the family Melastomataceae.
Rhincodontidae,"Rhincodontidae is a shark family which includes the whale shark, the sole extant member and the largest living fish."
Rhine,The Rhine ( RYNE) is one of the major European rivers.
Rhineland,"The Rhineland (German: Rheinland; French: Rhénanie; Dutch: Rijnland; Kölsch: Rhingland; Latinised name: Rhenania) is a loosely defined area of Western Germany along the Rhine, chiefly its middle section."
Rhinonicteris,"Rhinonicteris is a genus of leaf-nosed microbats, represented by fossil taxa found at Riverleigh in Queensland and the extant species Rhinonicteris aurantia, which occurs in the north and west of the Australian continent."
Rhinoptera,Rhinoptera is a genus of ray commonly known as the cownose rays.
Rhinotermitidae,Rhinotermitidae is a family of wood-soil interface feeding termites commonly known as the Subterranean termites.
Rhipsalis,"Rhipsalis is a genus of epiphytic flowering plants in the cactus family, typically known as mistletoe cacti."
Rhizobiaceae,The Rhizobiaceae is a family of Pseudomonadota comprising multiple subgroups that enhance and hinder plant development.
Rhizobium,Rhizobium is a genus of Gram-negative soil bacteria that fix nitrogen.
Rhizophora,"Rhizophora is a genus of tropical mangrove trees, sometimes collectively called true mangroves."
Rhizophoraceae,The Rhizophoraceae is a family of tropical or subtropical flowering plants.
Rhizopogon,Rhizopogon is a genus of ectomycorrhizal basidiomycetes in the family Rhizopogonaceae.
Rhizopogonaceae,Rhizopogonaceae are a family of fungi in the order Boletales.
Rhodes,"Rhodes ( ; Greek: Ρόδος, romanized: Ródos [ˈroðos]) is the largest of the Dodecanese islands of Greece and is their historical capital; it is the ninth largest island in the overall Mediterranean Sea."
Rhodesia,"Rhodesia (  roh-DEE-zhə,  roh-DEE-shə; Shona: Rodizha), officially from 1970 the Republic of Rhodesia, was an unrecognised state in Southern Africa from 1965 to 1979, equivalent in territory to modern Zimbabwe."
Rhodosphaera,Rhodosphaera is a genus of plants in the family Anacardiaceae.
Rhodymenia,"Rhodymenia is a genus of red algae, containing the following species:"
Rhynchocephalia,"Rhynchocephalia (; lit. 'beak-heads') is an order of lizard-like reptiles that includes only one living species, the tuatara (Sphenodon punctatus) of New Zealand."
Rhynia,Rhynia is a single-species genus of Devonian vascular plants.
Ribes,"Ribes () is a genus of about 200 known species of flowering plants, most of them native to the temperate regions of the Northern Hemisphere."
Ribhus,"Ribhus (Sanskrit: ऋभु, ṛbhu, also Arbhu, Rbhus, Ribhuksan) is an ancient Indian word whose meaning evolved over time."
Ricardo,Ricardo is the Spanish and Portuguese cognate of the name Richard.
Rice,"Rice is a cereal grain, and in its domesticated form is the staple food for over half of the world's human population, particularly in Asia and Africa."
Richea,Richea is a genus of  11 species of flowering plants in the family Ericaceae.
Richler,Richler may refer to :
Ricinus,"Ricinus communis, the castor bean or castor oil plant, is a species of perennial flowering plant in the spurge family, Euphorbiaceae."
Rickenbacker,"Rickenbacker International Corporation is a string instrument manufacturer based in Santa Ana, California."
Rickettsiaceae,The Rickettsiaceae are a family of bacteria.
Rickettsiales,"The Rickettsiales, informally called rickettsias, are an order of small Alphaproteobacteria."
Riesling,"Riesling ( REE-sling, REEZ-ling, German: [ˈʁiːslɪŋ] ) is a white grape variety that originated in the Rhine region."
Riesman,Riesman is a surname.
Riff,"A riff is a repeated chord progression or refrain in music (also known as an ostinato figure in classical music); it is a pattern, or melody, often played by the rhythm section instruments or solo instrument, that forms the basis or accompaniment of a musical composition."
Riga,"Riga () is the capital, primate, and the largest city of Latvia."
Rigel,Rigel is a blue supergiant star in the constellation of Orion.
Riparia,Riparia is a genus of  passerine birds in the swallow family Hirundinidae.
Rivera,Rivera (Spanish pronunciation: [riˈβeɾa]) is the capital of Rivera Department of Uruguay.
Riviera,"Riviera (pronounced [riˈvjɛːra]) is an Italian word which means ""coastline"", ultimately derived from Latin rīpa, through Ligurian rivêa."
Rivina,Rivina is a genus of flowering plants in the family Petiveriaceae.
Riyadh,"Riyadh (, Arabic: الرياض, romanized: 'ar-Riyāḍ, lit.: 'The Gardens' [ar.riˈjaːdˤ] Najdi pronunciation: [er.rɪˈjɑːðˤ]), formerly known as Hajr al-Yamamah, is the capital and largest city of Saudi Arabia."
Robert,"The name Robert is an ancient Germanic given name, from Proto-Germanic *Hrōþi- ""fame"" and *berhta- ""bright"" (Hrōþiberhtaz)."
Robinia,"Robinia is a genus of flowering plants in the family Fabaceae, tribe Robinieae, native to North America."
Roccellaceae,The Roccellaceae are a family of fungi in the order Arthoniomycetes.
Rockefeller,"Rockefeller is a German surname, originally given to people from the now-abandoned village of Rockenfeld near Neuwied in the Rhineland and commonly referring to subjects associated with the Rockefeller family."
Rocroi,Rocroi (French pronunciation: [ʁɔkʁwa]) is a commune in the Ardennes department in northern France.
Rodgers,"Rodgers is a patronymic surname deriving from the given name of ""Rodger"" commonly used by the Normans and meaning ""son of Rodger""."
Rolaids,Rolaids is an American brand of calcium and magnesium-based antacid produced by Chattem.
Rolf,Rolf is a male given name and a surname.
Rollerblade,"Rollerblade is a brand of inline skates owned by Nordica, part of the Tecnica Group of Giavera del Montello, Treviso, Italy.The company was started by Scott Olson (b."
Rollo,"Rollo (Norman: Rou,  Rolloun; Old Norse: Hrólfr; French: Rollon; died between 928 and 933) was a Viking who, as Count of Rouen, became the first ruler of Normandy, a region in today's northern France."
Rolodex,A Rolodex is a rotating card file device used to store a contact list.
Romania,Romania (  roh-MAY-nee-ə; Romanian: România [romɨˈni.a] ) is a country at the crossroads of Central and Southeast Europe.
Romanism,Romanism is a derogatory term for Roman Catholicism used when anti-Catholicism was more common in the United States.
Romanticism,Romanticism (also known as the Romantic movement or Romantic era) is an artistic and intellectual movement that originated in Europe towards the end of the 18th century.
Romberg,Romberg is a German surname which may refer to:
Rome,"Rome (Italian and Latin: Roma, Italian: [ˈroːma] ) is the capital city and most populated comune of Italy and capital of the Lazio region, the centre of the Metropolitan City of Rome Capital, and a special comune (municipality) named Comune di Roma Capitale."
Romeo,Romeo Montague (Italian: Romeo Montecchi) is the male protagonist of William Shakespeare's tragedy Romeo and Juliet.
Romneya,Romneya () is a genus of flowering plants belonging to the poppy family (Papaveraceae).
Romulus,"Romulus (, Classical Latin: [ˈroːmʊɫʊs]) was the legendary founder and first king of Rome."
Roquefort,Roquefort (French pronunciation: [ʁɔkfɔʁ]) is a sheep milk blue cheese from Southern France.
Rorippa,"Rorippa is a genus of flowering plants in the family Brassicaceae, native to Europe through central Asia, Africa, and North America."
Rosaceae,"Rosaceae (), the rose family, is a medium-sized family of flowering plants that includes 4,828 known species in 91 genera.The name is derived from the type genus Rosa."
Rosales,Rosales () is an order of flowering plants.
Rosario,Rosario (Spanish pronunciation: [roˈsaɾjo]) is the largest city in the central Argentine province of Santa Fe.
Roseau,"Roseau (Dominican Creole: Wozo) is the capital and largest city of Dominica, with a population of 16,571 as of 2023."
Rosellinia,Rosellinia is a genus of fungi in the family Xylariaceae consisting of over 90 species.
Rosicrucianism,Rosicrucianism is a spiritual and cultural movement that arose in Europe in the early 17th century after the publication of several texts announcing to the world a new esoteric order.
Rosidae,"Under the International Code of Nomenclature for algae, fungi, and plants (ICN), Rosidae is a botanical name at the rank of subclass."
Rosmarinus,"Rosmarinus ( ROSS-mə-RY-nəs) is a small taxonomic clade of woody, perennial herbs with fragrant evergreen needle-like leaves in the family Lamiaceae, native to the Mediterranean Basin."
Rostock,"Rostock (German: [ˈʁɔstɔk] ; Polabian: Roztoc) officially the Hanseatic and University City of Rostock (German: Hanse- und Universitätsstadt Rostock), is the largest city in the German state of Mecklenburg-Vorpommern and lies in the Mecklenburgian part of the state, close to the border with Pomerania."
Rothschild,"Rothschild (German pronunciation: [ˈʁoːt.ʃɪlt]) is a name derived from the German zum rothen Schild (with the old spelling ""th""), meaning ""to the red shield"", in reference to the houses where these family members lived or had lived."
Rotterdam,"Rotterdam ( ROT-ər-dam, UK also  ROT-ər-DAM, Dutch: [ˌrɔtərˈdɑm] ; lit."
Rottweiler,"The Rottweiler (, UK also , German: [ˈʁɔtvaɪ̯lɐ] ) is a breed of domestic dog, regarded as medium-to-large or large."
Roundhead,Roundheads were the supporters of the Parliament of England during the English Civil War (1642–1651).
Royalist,"A royalist supports a particular monarch as head of state for a particular kingdom, or of a particular dynastic claim."
Roystonea,"Roystonea is a genus of eleven species of monoecious palms, native to the Neotropics, in the Caribbean, the adjacent coasts of Florida in the United States, Mexico, Central America and northern South America."
Rubia,"Rubia is the type  genus of the Rubiaceae family of flowering plants, which also contains coffee."
Rubiaceae,"The Rubiaceae () are a family of flowering plants, commonly known as the coffee, madder, or bedstraw family."
Rubicon,"The Rubicon (Latin: Rubico; Italian: Rubicone [rubiˈkoːne]; Romagnol: Rubicôn [rubiˈkoːŋ]) is a shallow river in northeastern Italy, just south of Cesena and north of Rimini."
Rubinstein,"Rubinstein is a surname of German and Yiddish origin, mostly found among Ashkenazi Jews; it denotes ""ruby-stone""."
Rubus,"Rubus is a large and diverse genus of flowering plants in the rose family, Rosaceae, subfamily Rosoideae, with over 1,350 species, commonly known as brambles.Raspberries, blackberries, and dewberries are common, widely distributed members of the genus, and bristleberries are endemic to North America."
Rudbeckia,Rudbeckia () is a plant genus in the Asteraceae or composite family.
Rudra,"Rudra (; Sanskrit: रुद्र) is a Rigvedic deity associated with Shiva, the wind or storms, Vayu, medicine, and the hunt."
Ruhr,"The Ruhr ( ROOR; German: Ruhrgebiet [ˈʁuːɐ̯ɡəˌbiːt] , also Ruhrpott German pronunciation: [ˈʁuːɐ̯pɔt] ), also referred to as the Ruhr area, sometimes Ruhr district, Ruhr region, or Ruhr valley, is a polycentric urban area in North Rhine-Westphalia, Germany."
Rumex,"The docks and sorrels, genus Rumex, are a genus of about 200 species of annual, biennial, and perennial herbs in the buckwheat family, Polygonaceae."
Rumohra,"Rumohra is a genus of ferns in the family Dryopteridaceae, subfamily Elaphoglossoideae, in the Pteridophyte Phylogeny Group classification of 2016 (PPG I).The fronds of species within this genus contain round sori (reproductive clusters) on the underside of the pinnae (leaflets) unlike many other ferns which have separate specialized reproductive fronds."
Rumpelstiltskin,"""Rumpelstiltskin"" ( RUMP-əl-STILT-skin; German: Rumpelstilzchen) is a German fairy tale."
Rupicapra,Rupicapra is a genus of goat-antelope called the chamois.
Rupicola,Rupicola is a small genus of flowering plants in the family Ericaceae.
Ruptiliocarpon,Ruptiliocarpon is a monotypic genus of flowering plants in the family Lepidobotryaceae.
Ruritania,"Ruritania is a fictional country, originally located in central Europe as a setting for novels by Anthony Hope, such as The Prisoner of Zenda (1894)."
Ruscus,"Ruscus, commonly known as butcher's broom, is a genus of six species of flowering plants, native to western and southern Europe, Macaronesia, northwestern Africa, and southwestern Asia east to the Caucasus."
Russia,"Russia (Russian: Россия, romanized: Rossiya, [rɐˈsʲijə]), or the Russian Federation, is a country spanning Eastern Europe and Northern Asia."
Russula,Russula is a very large genus composed of around 750 worldwide species of ectomycorrhizal mushrooms.
Russulaceae,"The Russulaceae are a diverse family of fungi in the order Russulales, with roughly 1,900 known species and a worldwide distribution."
Ruta,"Ruta (commonly known as rue) is a genus of strongly scented evergreen subshrubs, 20–60 cm tall, in the family Rutaceae, native to the Mediterranean region, Macaronesia and southwest Asia."
Rutaceae,"The Rutaceae () is a family, commonly known as the rue or citrus family, of flowering plants, usually placed in the order Sapindales."
Rutilus,Rutilus is a genus of fish in the family Cyprinidae found in Eurasia.
Rutland,"Rutland (), archaically Rutlandshire, is a ceremonial county in the East Midlands of England."
Rwanda,"Rwanda (UK:   roo-AN-də, US:   roo-AHN-də; Kinyarwanda: u Rwanda [u.ɾɡwaː.nda] ), officially the Republic of Rwanda, is a landlocked country in the Great Rift Valley of Central Africa, where the African Great Lakes region and Southeast Africa converge."
Rynchops,"The skimmers, forming the genus Rynchops, are tern-like birds in the family Laridae."
Rypticus,"Rypticus is a genus of marine ray-finned fish, related to the groupers and classified within the subfamily Epinephelinae of the family Serranidae."
SARS,"Severe acute respiratory syndrome (SARS) is a viral respiratory disease of zoonotic origin caused by the virus SARS-CoV-1, the first identified strain of the SARS-related coronavirus."
SCSI,"Small Computer System Interface (SCSI,  SKUZ-ee) is a set of standards for physically connecting and transferring data between computers and peripheral devices, best known for its use with storage devices such as hard disk drives."
SIDS,Sudden infant death syndrome (SIDS) is the sudden unexplained death of a child of less than one year of age.
SOS,"SOS is a Morse code distress signal (  ▄ ▄ ▄ ▄▄▄ ▄▄▄ ▄▄▄ ▄ ▄ ▄ ), used internationally, originally established for maritime use."
SUV,"A sport utility vehicle (SUV) is a car classification that combines elements of road-going passenger cars with features from off-road vehicles, such as raised ground clearance and four-wheel drive."
Saale,"The Saale (German pronunciation: [ˈzaːlə] ), also known as the Saxon Saale (German: Sächsische Saale pronounced [ˈzɛksɪʃə ˈzaːlə] ) and Thuringian Saale (German: Thüringische Saale), is a river in Germany and a left-bank tributary of the Elbe."
Saarinen,Saarinen is a Finnish surname.
Sabah,"Sabah (Malay pronunciation: [saˈbah]) is a state of Malaysia located on the northern portion of Borneo, in the region of East Malaysia."
Sabal,Sabal is a genus of New World palms (or fan-palms).
Sabbath,"In Abrahamic religions, the Sabbath () or Shabbat (from Hebrew שַׁבָּת Šabbāṯ) is a day set aside for rest and worship."
Sacagawea,"Sacagawea ( sack-uh-juh-WEE-uh or  suh-COG-uh-way-uh; also spelled Sakakawea or Sacajawea; May c. 1788 – December 20, 1812, or April 9, 1884) was a Lemhi Shoshone woman who, in her teens, helped the Lewis and Clark Expedition in achieving their chartered mission objectives by exploring the Louisiana Territory."
Saccharomyces,Saccharomyces is a genus of fungi that includes many species of yeasts.
Saccharomycetaceae,The Saccharomycetaceae are a family of yeasts in the order Saccharomycetales that reproduce by budding.
Saccharum,"Saccharum is a genus of tall perennial plants of the broomsedge tribe within the grass family.The genus is widespread across tropical, subtropical, and warm temperate regions in Africa, Eurasia, Australia, the Americas, and assorted oceanic islands."
Sadat,"Sadat (Arabic: سادات) is a suffix, which is given to families believed to be descendants of the Islamic prophet, Muhammad."
Sadleria,"Sadleria is a genus of six species of ferns in the family Blechnaceae, all endemic to Hawaii."
Safar,"Ṣafar (Arabic: صَفَر) also spelt as Safer in Turkish, is the second month of the lunar Islamic calendar."
Sagina,"Sagina (like Colobanthus called ""pearlworts"") is a genus of 20–30 species of flowering plants in the family Caryophyllaceae."
Sagitta,Sagitta is a dim but distinctive constellation in the northern sky.
Sagittaria,"Sagittaria is a genus of about 30 species of aquatic plants whose members go by a variety of common names, including arrowhead, Katniss, duck potato, swamp potato, tule potato, and wapato."
Sagittariidae,"Sagittariidae is a family of raptor with one living species—the secretarybird (Sagittarius serpentarius) native to Africa—and a few fossil taxa.This single extant species has affected the fossil record of the group by ‘pulling’ the temporal range of the family to the present, an artifact called the Pull of the recent.German naturalists Otto Finsch and Gustav Hartlaub established the taxon name as a subfamily—Sagittariinae—in 1870."
Sahaptin,The Sahaptin are a number of Native American tribes who speak dialects of the Sahaptin language.
Sahara,"The Sahara (, ) is a desert spanning North Africa."
Saipan,"Saipan () is the largest island and capital of the Northern Mariana Islands, a commonwealth of the United States in the western Pacific Ocean."
Sakharov,"Sakharov (feminine: Sakharova) (Russian: Сахаров, Сахарова) is a Russian surname, derived from the word ""сахар"" (sugar)."
Saki,"Hector Hugh Munro  (18 December 1870 – 14 November 1916), better known by the pen name Saki and also frequently as H. H. Munro, was a British writer whose witty, mischievous and sometimes macabre stories satirize Edwardian society and culture."
Saladin,"Salah ad-Din Yusuf ibn Ayyub (c. 1137 – 4 March 1193), commonly known as Saladin, was the founder of the Ayyubid dynasty."
Salamandra,"Salamandra is a genus of seven species of salamanders localized in central and southern Europe, Northern Africa, and western Asia."
Salamandridae,Salamandridae is a family of salamanders consisting of true salamanders and newts.
Salerno,"Salerno (UK: , US: , Italian: [saˈlɛrno] ; Neapolitan: Salierno [saˈljernə]) is an ancient city and comune (municipality) in Campania, southwestern Italy, and is the capital of the namesake province, being the second largest city in the region by number of inhabitants, after Naples."
Salicaceae,The Salicaceae is the willow family of flowering plants.
Salicornia,"Salicornia is a genus of succulent, halophytic (salt tolerant) flowering plants in the family Amaranthaceae that grow in salt marshes, on beaches, and among mangroves."
Salientia,"The Salientia (Latin salire, salio meaning ""to jump"") are a total group of amphibians that includes the order Anura, the frogs and toads, and various extinct proto-frogs that are more closely related to the frogs than they are to the Urodela, the salamanders and newts."
Salinger,Salinger is a surname.
Salisbury,"Salisbury (locally  SAWZ-b(ə-)ree) is a cathedral city in Wiltshire, England with a population of 41,820, at the confluence of the rivers Avon, Nadder and Bourne."
Salmacis,Salmacis (Ancient Greek: Σαλμακίς) was an atypical Naiad nymph of Greek mythology.
Salmo,"Salmo is a genus of ray-finned fish from the subfamily Salmoninae of family Salmonidae, and is part of the tribe Salmonini along with the sister genera Salvelinus and Salvethymus."
Salmon,"Salmon (; pl.: salmon) is the common name for several commercially important species of euryhaline ray-finned fish from the genera Salmo and Oncorhynchus of the family Salmonidae, native to tributaries of the North Atlantic (Salmo) and North Pacific (Oncorhynchus) basins."
Salmonidae,"Salmonidae (, lit."
Salome,"Salome (; Hebrew: שְלוֹמִית, romanized: Shlomit, related to שָׁלוֹם, Shalom ""peace""; Greek: Σαλώμη), also known as Salome III, was a Jewish princess, the daughter of Herod II, who was the son of Herod the Great, with princess Herodias."
Salpichroa,Salpichroa is a genus of flowering plants belonging to the family Solanaceae.Its native range is Western and Southern South America to Southern Brazil.
Salsola,Salsola is a genus of the subfamily Salsoloideae in the family Amaranthaceae.
Saluki,The Saluki (Arabic: سلوقي) is a standardised breed developed from sighthounds – dogs that hunt primarily by sight rather than strong scent – that was once used by nomadic tribes to run down game animals.
Salvadoraceae,"Salvadoraceae is a family in the plant order Brassicales, consisting of three genera with a total of 11 known species."
Salvelinus,"Salvelinus is a genus of salmonid fish often called char or charr; some species are called ""trout""."
Salvinia,"Salvinia, a genus in the family Salviniaceae, is a floating fern named in honor of Anton Maria Salvini, a 17th-century Italian scientist."
Salviniaceae,"Salviniaceae (), is a family of heterosporous ferns in the order Salviniales."
Salzburg,"Salzburg (Austrian German: [ˈsaltsbʊʁk], German: [ˈzaltsbʊʁk] ;) is the fourth-largest city in Austria."
Samaria,"Samaria () is the Hellenized form of the Hebrew name Shomron (Hebrew: שֹׁמְרוֹן, romanized: Šōmrōn), used as a historical and biblical name for the central region of Israel, bordered by Judea to the south and Galilee to the north."
Samarkand,"Samarqand or  Samarkand ( SAM-ər-kand; Uzbek and Tajik: Самарқанд, pronounced [sæmærqænd, -ænt]; Persian: سمرقند) is a city in southeastern Uzbekistan and among the oldest continuously inhabited cities in Central Asia."
Sambre,"The Sambre (French: [sɑ̃bʁ]; Dutch: Samber [ˈsɑmbər] ) is a river in northern France and in Wallonia, Belgium."
Sambucus,Sambucus is a genus of flowering plants in the family Adoxaceae.
Samhita,"Saṃhitā literally means ""put together, joined, union"", a ""collection"", and ""a methodically, rule-based combination of text or verses""."
Samoa,"Samoa, officially the Independent State of Samoa and until 1997 known as Western Samoa (Samoan: Sāmoa i Sisifo), is a Polynesian island country consisting of two main islands (Savai'i and Upolu); two smaller, inhabited islands (Manono and Apolima); and several smaller, uninhabited islands, including the Aleipata Islands (Nu'utele, Nu'ulua, Fanuatapu and Namua)."
Samolus,"Samolus (known as brookweed, or water pimpernel) is a widely distributed genus of about a dozen species of water-loving herbs."
Samson,"Samson (; Hebrew: שִׁמְשׁוֹן Šīmšōn ""man of the sun"") was the last of the judges of the ancient Israelites mentioned in the Book of Judges (chapters 13 to 16) and one of the last leaders who ""judged"" Israel before the institution of the monarchy."
Samuel,"Samuel is a figure who, in the narratives of the Hebrew Bible, plays a key role in the transition from the biblical judges to the United Kingdom of Israel under Saul, and again in the monarchy's transition from Saul to David."
Sanaa,"Sanaa (Arabic: صَنْعَاء, Ṣanʿāʾ [sˤɑnʕaːʔ], Yemeni Arabic: [ˈsˤɑnʕɑ]; Old South Arabian: 𐩮𐩬𐩲𐩥 Ṣnʿw), also spelled Sana'a and Sana, is the capital and largest city of Yemen and the capital of the Sanaa Governorate."
Sand,Sand is a granular material composed of finely divided mineral particles.
Sangay,"Sangay (also known as Macas, Sanagay, or Sangai) is an active stratovolcano in central Ecuador."
Sanguinaria,"Sanguinaria canadensis, bloodroot, is a perennial, herbaceous flowering plant native to eastern North America."
Sanhedrin,"The Sanhedrin (Hebrew and Aramaic: סַנְהֶדְרִין from Koinē Greek: Συνέδριον, synedrion, 'sitting together,' hence 'assembly' or 'council') was an assembly of either 23 or 71 elders (known as ""rabbis"" after the destruction of the Second Temple), appointed to sit as a tribunal in every city in the ancient Land of Israel."
Sanicula,"Sanicula is a genus of plants in family Apiaceae (or Umbelliferae), the same family to which the carrot and parsnip belong."
Sanskrit,"Sanskrit (; attributively संस्कृत-, saṃskṛta-; nominally संस्कृतम्, saṃskṛtam, IPA: [ˈsɐ̃skr̩tɐm]) is a classical language belonging to the Indo-Aryan branch of the Indo-European languages."
Santalaceae,"The Santalaceae, sandalwoods, are a widely distributed family of flowering plants (including small trees, shrubs, perennial herbs, and epiphytic climbers) which, like other members of Santalales, are partially parasitic on other plants."
Santalales,"The Santalales are an order of flowering plants with a cosmopolitan distribution, but heavily concentrated in tropical and subtropical regions."
Santalum,"Santalum is a genus of woody flowering plants in the Santalaceae family, the best known and commercially valuable of which is the Indian sandalwood tree, S. album."
Santiago,"Santiago (, US also ; Spanish: [sanˈtjaɣo]), also known as Santiago de Chile, is the capital and largest city of Chile and one of the largest cities in the Americas."
Santolina,"Santolina is a genus of plants in the chamomile tribe within the sunflower family, primarily from the western Mediterranean region.They are small evergreen shrubs growing 10–60 cm (4–24 in) tall."
Sanvitalia,"Sanvitalia ), the creeping zinnias, is a genus of flowering plants belonging to the family Asteraceae."
Sapindaceae,The Sapindaceae are a family of flowering plants in the order Sapindales known as the soapberry family.
Sapindales,Sapindales  is an order of flowering plants.
Sapindus,"Sapindus  is a genus of about five to twelve species of shrubs and small trees in the lychee family, Sapindaceae, native to warm temperate to tropical regions of the world."
Saponaria,"Saponaria is a genus of flowering plants in the family Caryophyllaceae, native to Asia and Europe, and are commonly known as soapworts."
Sapotaceae,The Sapotaceae are a family of flowering plants belonging to the order Ericales.
Sappho,Sappho (; Greek: Σαπφώ Sapphō [sap.pʰɔ̌ː]; Aeolic Greek Ψάπφω Psápphō; c. 630 – c. 570 BC) was an Archaic Greek poet from Eresos or Mytilene on the island of Lesbos.
Sapporo,"Sapporo (札幌市, Sapporo-shi, [sapːoɾo ɕi] ) (Ainu: サッ・ポロ・ペッ, romanized: Satporopet, lit. 'Dry, Great River') is a city in Japan."
Saprolegnia,Saprolegnia is a genus of water moulds often called cotton moulds because of the characteristic white or grey fibrous patches they form.
Saprolegniales,Saprolegniales is an order of freshwater mould.
Saqqara,"Saqqara (Arabic: سقارة, Egyptian Arabic pronunciation: [sɑʔːɑːɾɑ]), also spelled Sakkara or Saccara in English , is an Egyptian village in the markaz (county) of Badrashin in the Giza Governorate, that contains ancient burial grounds of Egyptian royalty, serving as the necropolis for the ancient Egyptian capital, Memphis."
Saracen,Saracen ( SARR-ə-sən) was a term used both in Greek and Latin writings between the 5th and 15th centuries to refer to the people who lived in and near what was designated by the Romans as Arabia Petraea and Arabia Deserta.
Sarah,"Sarah (born Sarai) is a biblical matriarch, prophetess and major figure in Abrahamic religions."
Sarajevo,"Sarajevo ( SARR-ə-YAY-voh; Cyrillic: Сарајево, pronounced [sǎrajeʋo] ; see names in other languages) is the capital and largest city of Bosnia and Herzegovina, with a population of 275,524 in its administrative limits."
Saratov,"Saratov (UK:  sə-RAH-tof, US:  -⁠təf; Russian: Саратов, pronounced [sɐˈratəf] ) is the largest city and administrative center of Saratov Oblast, Russia, and a major port on the Volga River upstream of Volgograd."
Sarawak,"Sarawak ( sə-RAH-wok, Malay: [saˈrawaʔ]) is a region of Malaysia."
Sarazen,Sarazen (1921–1940) was an American Hall of Fame Champion Thoroughbred racehorse.
Sarcobatus,"Sarcobatus is a North American genus of two species of flowering plants, formerly considered to be a single species."
Sarcochilus,"Sarcochilus, commonly known as butterfly orchids or fairy bells is a genus of about twenty species of flowering plants in the orchid family, Orchidaceae."
Sarcocystis,"Sarcocystis is a genus of protozoan parasites, with many species infecting mammals, reptiles and birds."
Sarcodes,"Sarcodes is the monotypic genus of a north-west American flowering springtime plant in the heath family (Ericaceae), containing the single species Sarcodes sanguinea, commonly called the snow plant or snow flower."
Sarcophaga,Sarcophaga is a genus of true flies and the type genus of the flesh-fly family (Sarcophagidae).
Sarcophilus,"Sarcophilus is a genus of carnivorous marsupial best known for its only living member, the Tasmanian devil."
Sarcoptes,Sarcoptes is a genus of mites.
Sarcoptidae,The Sarcoptidae family of mites contains the genus Sarcoptes.
Sarcoscyphaceae,The Sarcoscyphaceae are a family of cup fungi in the order Pezizales.
Sarcosomataceae,The Sarcosomataceae are a family of fungi in the order Pezizales.
Sarcostemma,"Sarcostemma is a formerly recognized genus  of flowering plants in the dogbane family, Apocynaceae, first described as a genus in 1810."
Sardinia,"Sardinia ( sar-DIN-ee-ə; Italian: Sardegna [sarˈdeɲɲa]; Sardinian: Sardigna [saɾˈdiɲːa]) is the second-largest island in the Mediterranean Sea, after Sicily, and one of the twenty regions of Italy."
Sardinops,Sardinops is a monotypic genus of sardines of the family Clupeidae.
Sardis,"Sardis ( SAR-diss) or Sardes ( SAR-deess; Lydian: 𐤳𐤱𐤠𐤭𐤣, romanized: Sfard; Ancient Greek: Σάρδεις, romanized: Sárdeis; Old Persian: Sparda) was an ancient city best known as the capital of the Lydian Empire."
Sarnoff,"Sarnoff is a surname which may refer to:

Dan Sarnoff(born c.1956),
Ann Sarnoff (born c."
Saroyan,Saroyan (Armenian: Սարոյան) is a surname of Armenian origin.
Sarpedon,"Sarpedon (; Ancient Greek: Σαρπηδών) is the name of several figures in Greek mythology

Sarpedon, a son of Zeus, who fought on the side of Troy in the Trojan War."
Sarracenia,"Sarracenia ( or ) is a genus comprising 8 to 11 species of North American pitcher plants, commonly called trumpet pitchers."
Sarraceniaceae,"Sarraceniaceae are a family of pitcher plants, belonging to order Ericales (previously Nepenthales)."
Saskatchewan,"Saskatchewan (  sə-SKATCH-(ə)-wən; Canadian French: [saskatʃəwan]) is a province in Western Canada, bordered on the west by Alberta, on the north by the Northwest Territories, on the east by Manitoba, to the northeast by Nunavut, and on the south by the United States (Montana and North Dakota)."
Saskatoon,Saskatoon () is the largest city in the Canadian province of Saskatchewan.
Satan,"Satan, also known as the Devil, and sometimes also called Lucifer in Christianity, is an entity in Abrahamic religions that seduces humans into sin or falsehood."
Satanism,"Satanism refers to a group of religious, ideological and/or philosophical beliefs based on Satan (also called Lucifer) – particularly the worship or veneration of Satan, a figure of the devil in Christian belief, a fallen angel and leader of the devils who tempts humans into sin."
Saturday,Saturday is the day of the week between Friday and Sunday.
